subject_id	subject_label	predicate_id	object_id	object_label	confidence	comment	mapping_justification	mapping_date	author_id
LTER:592	total phosphorus	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:406	percent organic carbon	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:60	beetles	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:265	infiltration	skos:relatedMatch	PATO:0002103	infiltrative	1		A broad match for the subject cannot be found. However, an related property of the subject was found.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:78	bulk deposition	skos:broadMatch	ENVO:03000054	depositional process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:116	community dynamics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:221	gas	skos:exactMatch	ENVO:01000797	gaseous environmental material	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:95	cellulose	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:218	fungus	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:267	insects	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:45	arthropods	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:808	analytical tools	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:105	chronosequences	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:239	harvesting	skos:broadMatch	ENVO:01001247	agronomic process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:551	stable isotopes	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:161	DO	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:217	frost	skos:exactMatch	ENVO:01001850	frost	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:439	populations	skos:exactMatch	PCO:0000001	population of organisms	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:986	seed production	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:991	stand structure	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-17	https://orcid.org/0000-0003-2261-9931
LTER:296	leucine	skos:exactMatch	CHEBI:25017	leucine	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:891	particulates	skos:exactMatch	ENVO:01000060	particulate matter	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:96	census	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:185	evapotranspiration	skos:exactMatch	ENVO:02500033	evapotranspiration	1		The subject definition matches the object definition exactly.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:686	succession	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:322	mangroves	skos:exactMatch	ENVO:01000181	mangrove biome	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:394	organic nitrogen	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:237	habitat selection	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:410	ph	skos:relatedMatch	PATO:0001429	acidic	1		The subject is a measurement of the object	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:127	coral reefs	skos:closeMatch	ENVO:00000150	coral reef	1		LTER "coral reefs" has the broader term "aquatic ecosystems" and therefore within the context of an ecosystem (comprised of living and non-living entities) whereas ENVO "coral reef" is a "fiat object" refering to only abiotic entities and is therefor not an exact match to a coral reef ecosystem.	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:480	salamanders	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:554	standing crop	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:896	soil nitrogen	skos:closeMatch	ENVO:09000014	amount of nitrogen atom in soil	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is close.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:274	irradiance	skos:closeMatch	ENVO:01001862	Solar radiation	0.75		Commonly, the subject forms a close synonym with the object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:632	wildfires	skos:exactMatch	ENVO:01000787	wildfire	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:165	disturbance patterns	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:159	dissolved nutrients	skos:relatedMatch	CHEBI:33284	nutrient	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:934	pleistocene	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:790	actinorhizal	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:365	net radiation	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:474	river	skos:exactMatch	ENVO:01000253	freshwater river biome	1		LTER "rivers" has a "use for" relationship with LTER "river".	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:692	atmospheric properties	skos:relatedMatch	ENVO:01000267	atmosphere	1		The subject is a component of the object	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:151	diatoms	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:307	lizards	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:620	water column	skos:exactMatch	ENVO:06105011	water column	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:111	climatology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:634	wind direction	skos:exactMatch	ENVO:01001361	atmospheric wind direction	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:963	log decomposition	skos:broadMatch	ENVO:06105014	biodegradation	1		An exact match for the subject cannot be found. However, the subject has a broader term that does have a match.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:585	throughfall	skos:broadMatch	ENVO:01000703	hydrological precipitation process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:41	aquatic	skos:exactMatch	ENVO:01001787	aquatic ecosystem	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:973	plant functional type	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:91	CO	skos:exactMatch	CHEBI:17245	carbon monoxide	1		The object is undefined but the context within the vocabulary tree makes it clear that alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:64	biodiversity	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:399	paleoecology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:416	phosphorus	skos:exactMatch	CHEBI:28659	phosphorus atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:959	wave height	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:63	bicarbonate	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:998	water solubility	skos:broadMatch	PATO:0001536	solubility	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:418	PAR	skos:exactMatch	ENVO:01001864	photosynthetically active radiation	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:548	specific conductance	skos:broadMatch	PATO:0001585	conductivity	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:128	coral	skos:relatedMatch	ENVO:00000150	coral reef	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:960	reefs	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:254	hurricanes	skos:broadMatch	ENVO:01001297	cyclone	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:475	roads	skos:exactMatch	ENVO:00000064	road	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:81	calcium	skos:exactMatch	CHEBI:22984	calcium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:545	species lists	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:205	fluxes	skos:exactMatch	PATO:0001030	flux	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:806	satellite data	skos:relatedMatch	ENVO:01001492	satellite imaging	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:460	reflectance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-25	https://orcid.org/0000-0003-2261-9931
LTER:544	species interactions	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:462	relative abundance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:160	DOC	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:510	slugs	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:270	inventory	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:152	DEM	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:397	oxygen	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:167	drainage	skos:relatedMatch	ENVO:01000982	water flow process	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:942	epifauna	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:90	carbon flux	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:689	retranslocation	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:246	hillslopes	skos:exactMatch	ENVO:01000333	hillside	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:661	hydrologic processes	skos:exactMatch	ENVO:02500031	hydrological process	1		The subject definition matches the object definition exactly.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:518	sodium	skos:exactMatch	CHEBI:26708	sodium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:790	actinorhizal plants	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:879	land surface properties	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:356	mud	skos:exactMatch	ENVO:01000001	mud	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:313	long term monitoring	skos:broadMatch	ENVO:02500041	environmental monitoring	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:355	mowing	skos:broadMatch	ENVO:01001247	agronomic process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:80	cadmium	skos:exactMatch	CHEBI:22977	cadmium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:407	periphyton	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:633	wind	skos:exactMatch	ENVO:01000793	atmospheric wind	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:212	forest ecosystems	skos:exactMatch	ENVO:01001243	forest ecosystem	1		The subject definition and tree context matches the object definition and classification exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:241	heat flux	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:474	rivers	skos:exactMatch	ENVO:01000253	freshwater river biome	1		LTER "rivers" has the broader term LTER "aquatic ecosystems" and therefore references a river ecosystem. ENVO "freshwater river biome" is a subclass of ENVO "aquatic ecosystem". Therefore the two terms match exactly.	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:433	plant	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:72	boreal forests	skos:closeMatch	ENVO:01000250	subpolar coniferous forest biome	1	See https://en.wikipedia.org/wiki/Taiga and https://en.wikipedia.org/wiki/Boreal_forest_of_Canada	The subject does not explicitly define the taxonomic forest type in this ecosystem. Based on related resources (see comment) boreal forests are synonomous with subpolar coniferous forest biomes/ecosystems.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:171	dunes	skos:closeMatch	ENVO:00000170	dune	1		The subject is a narrower term of ecosystems, whereas the object is a "fiat object" refering to only abiotic entities and is therefore is not an exact match.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:401	parasitism	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:69	birds	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:511	small mammals	skos:broadMatch	NCBITaxon:40674	Mammalia	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:149	deuterium	skos:exactMatch	CHEBI:29237	deuterium atom	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:211	forest ecology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:975	pond	skos:closeMatch	ENVO:00000033	pond	1		LTER "ponds" has a "use for" relationship with LTER "pond".	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:385	ocean_biogeochemistry	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:194	fire severity	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:641	zooplankton	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:23	algae	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:281	landuse history	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:535	soils	skos:exactMatch	ENVO:00001998	soil	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:228	global positioning systems	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:318	macroinvertebrates	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:626	watersheds	skos:exactMatch	ENVO:00000292	watershed	0.9		The concept of a watershed ecosystem does not exist based on a few web searches. I'm inferring this to be a hydrologic concept, which is a fiat object with no biological entities.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:512	snail	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:498	seedling	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:88	carbon dynamics	skos:exactMatch	ENVO:02500010	carbon cycling	0.75		The subject context calls into question the location of this term in LTER. Why is this term not listed under biogeochemical cycling?	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:377	nitrogen fixation	skos:broadMatch	ENVO:01001330	nitrogen cycling	1		The subject does not have an exact match but does have a broad match based on the subject definition and context in the vocabulary tree.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:525	soil moisture	skos:relatedMatch	ENVO:01001004	groundwater	1		The subject is the result of the object and therefore a generally related match.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:50	air pressure	skos:relatedMatch	ENVO:01001299	atmospheric zone	1		The subject is an attribute of the object	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:203	fluoride	skos:exactMatch	CHEBI:17051	fluoride	1		The object is undefined but the context within the vocabulary tree makes it clear that alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:166	diversity	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:798	terrestrial	skos:exactMatch	ENVO:01001790	terrestrial ecosystems	1		LTER "terrestrial ecosystem" has a "use for" relationship with LTER "terrestrial".	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:414	pheromone	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:276	isotope	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:420	physiology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:575	symbiosis	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:955	beaches	skos:closeMatch	ENVO:00000091	beach	1		LTER "beaches" has the broader term "terrestrial ecosystem" and therefore within the context of an ecosystem (comprised of living and non-living entities) whereas ENVO "beach" is a "fiat object" refering to only abiotic entities and is therefore not an exact match to a beach ecosystem.	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:271	invertebrates	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:562	creek	skos:closeMatch	ENVO:00000023	stream	1		LTER "streams" has a "use for" relationship with LTER "creek".	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:136	decay rates	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:138	defoliate	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:238	habitat	skos:exactMatch	ENVO:01000739	habitat	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:562	stream	skos:closeMatch	ENVO:00000023	stream	1		LTER "streams" has a "use for" relationship with LTER "stream".	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:430	plant physiology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:92	carbon to nitrogen ratio	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:555	stems	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:131	crayfish	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:56	basal area	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:267	insect	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:134	crustaceans	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:25	allometry	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:380	N20	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:602	trophic dynamics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:112	coarse woody debris	skos:broadMatch	ENVO:00002040	wood	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:231	grasshoppers	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:129	cores	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:279	land cover	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:66	biogeography	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:199	flowering	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:311	long term	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:182	estuaries	skos:exactMatch	ENVO:00000045	estuary	1		LTER "estuaries" has no definition but the context within the vocabulary tree makes it clear that alignment with ENVO "estuary" is exact.	2022-09-06	https://orcid.org/0000-0003-2261-9931
LTER:82	canopy	skos:exactMatch	ENVO:01001239	forest canopy	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:943	infauna	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:542	species composition	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:321	manganese	skos:exactMatch	CHEBI:18291	manganese atom	1		The object is undefined but the context within the vocabulary tree makes it clear that alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:384	nutrient	skos:broadMatch	CHEBI:33284	nutrient	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:574	suspended solids	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:153	dimensions	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:98	charcoal	skos:exactMatch	ENVO:01000560	charcoal	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:92	carbon:nitrogen ratio	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:652	geology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:712	disturbance properties	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:223	genetics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:275	irrigation	skos:broadMatch	ENVO:01001247	agronomic process	0.5	ENVO:01000982 is a more suitable match?	The subject definition suggests a broader scope than that of the object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:247	historical value	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:585	throughfall precipitation	skos:broadMatch	ENVO:01000703	hydrological precipitation process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:659	atmospheric processes	skos:exactMatch	ENVO:02500003	atmospheric process	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:133	crops	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:494	seed banks	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:68	biomass	skos:exactMatch	ENVO:01000155	organic material	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:39	ant	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:733	conductivity temperature depth	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
